City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,susuman,62.7833,148.1667,-24.57,98,96,0.82,RU,1699221307
367,ranchettes,41.2186,-104.7903,19.91,15,0,12.35,US,1699191295
368,tosontsengel,48.7567,98.2839,-15.55,89,100,1.6,MN,1699230016
369,awjilah,29.1081,21.2869,23.1,26,0,1.63,LY,1699246253
370,mazabuka,-15.856,27.748,23.3,31,22,2.07,ZM,1699241430
371,nakatsugawa,35.4833,137.5,13.39,84,57,1.77,JP,1699218943
372,magdalena de kino,30.6333,-110.95,32.02,15,0,4.93,MX,1699191694
373,kolokani,13.5728,-8.0339,28.29,16,87,2.12,ML,1699165655
374,pitimbu,-7.4706,-34.8086,27.33,73,24,6.56,BR,1699170655
375,angaur state,6.906,134.13,28.44,74,98,2.27,PW,1699217486
376,fiambala,-27.6871,-67.6149,26.74,12,0,5.09,AR,1699176978
377,brooks,50.5834,-111.8851,11.99,58,90,2.57,CA,1699194313
378,laascaanood,8.4774,47.3597,23.87,78,60,5.76,SO,1699238422
379,crane,31.3974,-102.3501,24.69,34,100,5.47,US,1699189698
380,bayanaul,50.7889,75.6956,-3.24,76,1,1.04,KZ,1699235778
381,campo gallo,-26.5833,-62.85,29.91,27,0,3.5,AR,1699175932
382,chabahar,25.2919,60.643,26.04,68,0,1.59,IR,1699236479
383,alnwick,55.4132,-1.7056,6.71,93,75,3.6,GB,1699168752
384,kalispell,48.1958,-114.3129,11.27,59,0,4.63,US,1699194514
385,turkmenbasy,40.0222,52.9552,10.43,87,0,2.06,TM,1699239737
386,timmins,48.4669,-81.3331,-3.1,59,75,2.06,CA,1699186631
387,yuzhno-kurilsk,44.0306,145.8556,8.54,81,96,6.35,RU,1699217912
388,san jose de mayo,-34.3375,-56.7136,18.46,51,86,3.04,UY,1699173725
389,al hazm,16.1641,44.7769,23.64,36,13,1.77,YE,1699239586
390,san marcos,33.1434,-117.1661,33.62,43,0,4.12,US,1699193418
391,cuamba,-14.8031,36.5372,27.17,49,87,1.05,MZ,1699239399
392,concordia,-31.393,-58.0209,19.03,74,47,2.25,AR,1699174333
393,porto tolle,44.9497,12.3245,13.58,75,0,3.88,IT,1699163628
394,akureyri,65.6835,-18.0878,0.96,86,100,5.66,IS,1699175883
395,luganville,-15.5333,167.1667,26.51,85,95,5.08,VU,1699208001
396,puerto salgar,5.463,-74.6544,26.98,90,67,2.32,CO,1699181092
397,krasnokamensk,50.0979,118.0369,-15.94,67,0,1.64,RU,1699225487
398,sao tome,0.3365,6.7273,26.44,87,38,2.96,ST,1699161215
399,alvaraes,-3.2208,-64.8042,28.93,76,100,1.97,BR,1699178143
400,chachersk,52.9164,30.9179,7.95,87,85,5.83,BY,1699246925
401,pineville,31.3224,-92.4343,27.96,37,0,1.54,US,1699187310
402,lata,40.1629,-8.3327,10.6,96,31,1.08,PT,1699168004
403,minab,27.1467,57.0801,25.67,62,0,2.29,IR,1699237489
404,gunupur,19.0833,83.8167,22.41,93,89,0.94,IN,1699230429
405,abepura,-2.6333,140.5833,25.45,83,40,1.03,ID,1699215289
406,holualoa,19.6228,-155.9522,25.99,76,3,0.45,US,1699201604
407,souillac,-20.5167,57.5167,23.21,94,75,3.6,MU,1699233927
408,sayat,38.7839,63.8803,9.93,25,70,1.65,TM,1699236973
409,vila franca do campo,37.7167,-25.4333,15.49,99,14,2.94,PT,1699171844
410,makoua,0.0069,15.6333,22.43,97,60,0.68,CG,1699159055
411,letterkenny,54.95,-7.7333,7.94,91,74,2.52,IE,1699170103
412,kerch,45.3583,36.4758,18.09,77,56,8.49,UA,1699244366
413,la trinite,14.7376,-60.9629,26.03,89,75,7.72,MQ,1699178444
414,port lincoln,-34.7333,135.8667,15.4,73,1,3.9,AU,1699213840
415,tanjung pinang,0.9167,104.45,26.02,75,92,2.88,ID,1699224203
416,bel ombre,-4.6167,55.4167,27.91,78,40,7.2,SC,1699235593
417,bridgewater,44.3835,-64.5155,10.82,75,100,3.09,CA,1699182013
418,kuqa,41.7278,82.9364,6.27,26,17,1.51,CN,1699232736
419,bondoukou,8.0333,-2.8,25.76,66,27,0.97,CI,1699164018
420,onega,63.9061,38.1404,2.48,98,100,5.86,RU,1699248197
421,bubaque,11.2833,-15.8333,29.11,74,20,4.45,GW,1699167369
422,den burg,53.0542,4.7972,12.21,73,100,8.23,NL,1699166715
423,vila velha,-20.3297,-40.2925,23.97,80,75,4.92,BR,1699171036
424,oltinko'l,40.8011,72.1634,14.03,21,100,1.66,UZ,1699235214
425,kapa'a,22.0752,-159.319,27.33,73,78,1.79,US,1699202599
426,salym,60.0625,71.4789,-5.56,90,80,2.95,RU,1699238864
427,aqadyr,48.2553,72.8483,1.89,82,76,3.04,KZ,1699236049
428,ta`u,-14.2336,-169.5144,26.61,81,100,9.6,AS,1699202501
429,alpine,32.835,-116.7664,31.43,21,0,4.63,US,1699193293
430,hailar,49.2,119.7,-17.85,95,83,2.83,CN,1699224941
431,hlybokaye,55.1382,27.6879,9.15,85,100,6.49,BY,1699248153
432,safi,32.1667,-8.8333,16.46,76,66,7.27,MA,1699167311
433,san luis de la loma,17.2706,-100.8939,29.08,76,32,2.59,MX,1699188212
434,codrington,-38.2667,141.9667,19.25,53,96,2.88,AU,1699211984
435,carroll,39.5501,-77.0164,18.21,43,0,1.54,US,1699184432
436,rongelap,11.1635,166.8941,28.08,76,100,7.57,MH,1699209915
437,dazuocun,24.8862,118.9643,23.35,80,45,2.6,CN,1699222442
438,shangzhi,45.2167,127.9667,-4.91,95,100,10.85,CN,1699222367
439,hemsby,52.6971,1.6918,8.54,91,12,6.99,GB,1699167395
440,piacabucu,-10.4056,-36.4344,26.17,81,97,6.85,BR,1699170842
441,fisterra,42.9049,-9.2629,12.08,62,62,11.27,ES,1699168552
442,nicoya,10.1483,-85.452,25.58,92,100,1.11,CR,1699184002
443,tamanrasset,22.785,5.5228,18.95,14,0,2.57,DZ,1699163076
444,gloversville,43.0528,-74.3438,9.42,75,21,3.39,US,1699184204
445,biltine,14.5333,20.9167,27.36,16,9,3.54,TD,1699158773
446,sussex,41.1834,-74.6663,14.97,58,75,3.09,US,1699184055
447,capitan bado,-23.2667,-55.5333,20.22,62,4,4.08,PY,1699174457
448,fremont,37.5483,-121.9886,25.79,63,40,2.68,US,1699195016
449,ji'an,27.1172,114.9793,17.14,71,100,1.92,CN,1699223584
450,daru,-9.0763,143.2092,26.59,81,93,6.05,PG,1699214215
451,bossangoa,6.4926,17.4552,21.69,94,2,0.91,CF,1699159052
452,ozark,37.0209,-93.206,21.23,63,78,1.34,US,1699188048
453,lospalos,-8.5186,127.0025,23.2,72,14,0.88,TL,1699218143
454,tarinkot,32.6268,65.8733,14.94,40,61,1.64,AF,1699235866
455,tual,-5.6667,132.75,27.62,75,100,6.95,ID,1699216962
456,mugia,43.1041,-9.2179,12.17,65,55,10.86,ES,1699168566
457,blair,41.5444,-96.125,19.92,58,0,11.32,US,1699189252
458,walvis bay,-22.9575,14.5053,15.05,88,3,2.06,NA,1699244048
459,garoua,9.3,13.4,27.72,59,15,0.92,CM,1699160215
460,castelli,-25.9468,-60.6195,27.21,36,0,4.44,AR,1699175452
461,susner,23.95,76.0833,20.93,42,3,2.71,IN,1699232663
462,timbuktu,16.7735,-3.0074,30.1,11,16,3.17,ML,1699164676
463,san julian,21.0167,-102.1667,24.27,9,91,1.96,MX,1699188796
464,mukharram al fawqani,34.8151,37.0861,18.45,44,1,2.2,SY,1699242992
465,aras-asan,8.8908,126.3033,25.74,87,17,1.4,PH,1699219501
466,oliveira dos brejinhos,-12.3169,-42.8961,26.36,69,100,1.12,BR,1699172257
467,izyum,49.2088,37.2485,12.4,86,97,3.99,UA,1699244753
468,peterhead,57.5058,-1.7981,4.22,81,48,1.97,GB,1699169252
469,williamson,30.6502,-97.6003,26.47,57,0,4.63,US,1699188490
470,morehead city,34.7229,-76.726,20.57,57,0,0.89,US,1699183858
471,vitoria da conquista,-14.8661,-40.8394,21.7,89,89,4.82,BR,1699171579
472,chegdomyn,51.1167,133.0167,-15.32,86,3,0.99,RU,1699222061
473,mantua,45.1667,10.7833,10.59,90,1,1.79,IT,1699164028
474,lamezia terme,38.9659,16.3092,19.83,68,20,10.29,IT,1699161952
475,kimbe,-5.5502,150.1429,27.65,80,99,1.0,PG,1699212796
476,ziro,27.6333,93.8333,5.82,94,2,1.22,IN,1699228705
477,conselheiro pena,-19.1722,-41.4722,24.44,85,66,2.78,BR,1699171409
478,calvinia,-31.4707,19.776,11.79,64,28,1.86,ZA,1699242018
479,pangai,-19.8,-174.35,28.06,69,40,5.14,TO,1699289615
480,zacualtipan,20.65,-98.6,15.87,80,99,2.63,MX,1699187912
481,draguseni,45.9667,27.75,12.53,62,84,4.16,RO,1699246547
482,atafu village,-8.5421,-172.5159,28.83,74,77,3.6,TK,1699290018
483,as sulayyil,20.4607,45.5779,24.14,44,6,4.09,SA,1699239714
484,dunedin,-45.8742,170.5036,12.67,52,17,4.02,NZ,1699204128
485,hantsavichy,52.758,26.43,9.22,92,100,4.7,BY,1699247973
486,kapuskasing,49.4169,-82.4331,-2.0,50,75,0.51,CA,1699187045
487,iskateley,67.6803,53.1512,-4.43,96,100,7.6,RU,1699246415
488,sambava,-14.2667,50.1667,24.07,85,13,3.53,MG,1699236168
489,nampula,-15.1165,39.2666,21.35,82,11,1.29,MZ,1699238721
490,jackson,42.4165,-122.8345,18.84,76,99,0.45,US,1699195773
491,nar'yan-mar,67.6713,53.087,-4.38,96,100,7.6,RU,1699246425
492,birjand,32.8663,59.2211,11.26,100,75,2.06,IR,1699237486
493,kargil,34.5667,76.1,-2.29,41,7,1.1,IN,1699233598
494,laguna,38.421,-121.4238,23.92,68,100,3.6,US,1699194974
495,butterworth,5.3991,100.3638,26.02,95,20,1.54,MY,1699225488
496,la ronge,55.1001,-105.2842,-1.88,86,100,5.14,CA,1699193580
497,sao domingos do maranhao,-5.5758,-44.3853,28.19,62,69,0.97,BR,1699173083
498,yamada,39.4667,141.95,15.85,93,89,3.71,JP,1699218298
499,itoman,26.1247,127.6694,24.11,88,40,1.54,JP,1699220454
500,buala,-8.145,159.5921,27.99,78,100,1.97,SB,1699210348
501,sparta,43.9441,-90.8129,14.08,58,100,3.09,US,1699188273
502,kanel,15.4916,-13.1763,30.0,42,0,1.03,SN,1699167025
503,usol'ye,59.4268,56.6808,-1.13,78,100,3.34,RU,1699242239
504,meulaboh,4.1363,96.1285,24.14,91,100,1.31,ID,1699226419
505,hafar al-batin,28.4328,45.9708,21.32,49,0,1.54,SA,1699240266
506,vicksburg,32.3526,-90.8779,26.85,15,0,1.54,US,1699187031
507,veinticinco de mayo,-35.4323,-60.1727,22.21,52,4,1.79,AR,1699174440
508,warman,52.3168,-106.5679,1.95,93,100,4.63,CA,1699193340
509,vikhorevka,56.1201,101.1636,-7.23,87,100,3.83,RU,1699230711
510,shouguang,36.88,118.7375,5.54,59,4,7.24,CN,1699223593
511,mo i rana,66.3128,14.1428,2.26,60,75,4.12,NO,1699168428
512,rio grande,-32.035,-52.0986,21.06,78,66,4.28,BR,1699172851
513,el porvenir,13.7617,-87.3458,26.63,91,100,0.97,HN,1699184708
514,mendi,-6.1761,143.6513,14.64,95,100,0.63,PG,1699214310
515,jieshi,22.8134,115.8257,23.95,82,54,1.93,CN,1699223030
516,santa ursula,28.4261,-16.4888,21.16,91,75,1.03,ES,1699168819
517,kokuy,52.2037,117.5529,-13.08,50,0,0.8,RU,1699225972
518,saint-pierre,-21.3393,55.4781,23.65,84,9,5.13,RE,1699234350
519,priozersk,61.0393,30.1291,5.53,93,100,1.79,RU,1699249104
520,la'ie,21.6477,-157.9253,31.98,65,6,4.47,US,1699202232
521,manaure,11.7751,-72.4445,30.73,67,82,3.8,CO,1699180992
522,nizhniy odes,63.6445,54.856,1.03,86,100,5.1,RU,1699244073
523,playa del ingles,27.7567,-15.5787,21.89,78,33,1.79,ES,1699168544
524,kirensk,57.7853,108.1119,-3.35,56,100,4.92,RU,1699229439
525,tsiombe,-25.3,45.4833,22.4,78,94,4.54,MG,1699236418
526,bouna,9.2667,-3.0,27.82,47,36,1.97,CI,1699164150
527,kerrville,30.0474,-99.1403,25.1,57,0,5.14,US,1699188806
528,tabuk,17.4189,121.4443,22.86,92,15,1.12,PH,1699221272
529,myrina,39.8797,25.0742,19.58,77,0,6.69,GR,1699246417
530,saldanha,-33.0117,17.9442,16.03,94,68,4.07,ZA,1699242303
531,ordynskoye,54.3656,81.8994,-8.28,97,65,3.36,RU,1699234961
532,howard springs,-12.497,131.047,27.95,87,57,0.93,AU,1699216890
533,inhambane,-23.865,35.3833,21.79,82,1,3.14,MZ,1699238963
534,north platte,41.1239,-100.7654,21.25,40,84,3.58,US,1699190317
535,hell-ville,-13.4,48.2667,26.87,74,24,1.93,MG,1699236688
536,wakkanai,45.4094,141.6739,7.27,92,100,2.68,JP,1699219100
537,la sarre,48.8002,-79.1996,-4.65,78,85,0.92,CA,1699186170
538,grand baie,-20.0182,57.5802,23.26,78,72,4.94,MU,1699233951
539,okulovka,58.4008,33.2908,6.82,95,100,2.01,RU,1699247583
540,colindres,43.3864,-3.4353,12.65,84,54,2.65,ES,1699167212
541,ulladulla,-35.35,150.4667,18.2,70,45,2.2,AU,1699210272
542,tumbi,-5.0667,32.7333,20.41,75,63,1.13,TZ,1699241006
543,luanda,-8.8368,13.2343,24.0,88,40,1.03,AO,1699159032
544,rio gallegos,-51.6226,-69.2181,15.03,36,0,9.26,AR,1699174300
545,christchurch,-43.5333,172.6333,11.11,76,100,4.63,NZ,1699203958
546,taroa,8.7058,171.2275,28.24,74,62,8.85,MH,1699208704
547,chishmy,54.5765,55.3764,2.67,75,0,4.95,RU,1699241379
548,nemuro,43.3236,145.575,11.14,79,75,5.8,JP,1699217888
549,luga,58.7372,29.8453,6.18,96,100,2.63,RU,1699248501
550,glenvale,-27.5648,151.9076,14.93,90,100,2.68,AU,1699210688
551,gisborne,-38.6533,178.0042,14.94,81,97,3.54,NZ,1699203296
552,loa janan,-0.583,117.095,23.29,99,97,0.4,ID,1699221066
553,pyt-yakh,60.7499,72.8582,-9.08,92,18,3.85,RU,1699238739
554,peniche,39.3558,-9.3811,15.31,66,21,7.87,PT,1699168165
555,khenifra,32.9333,-5.6667,15.17,79,3,1.19,MA,1699166622
556,carutapera,-1.195,-46.02,27.03,80,71,3.69,BR,1699173772
557,smithers,54.7804,-127.1743,7.18,87,100,3.09,CA,1699198774
558,antsiranana,-12.2787,49.2917,24.82,77,10,6.94,MG,1699236524
559,chauk,20.8833,94.8167,24.36,83,98,2.46,MM,1699227925
560,magsaysay,6.7667,125.1833,23.94,90,100,0.57,PH,1699219624
561,chonchi,-42.6128,-73.8092,8.95,99,100,1.38,CL,1699176854
562,cidreira,-30.1811,-50.2056,17.08,78,97,3.54,BR,1699172574
563,pacocha,-17.5833,-71.3333,18.79,77,33,2.72,PE,1699178694
